"id","game_id","timestamp","player_count","on_sale","discount_percent","original_price","final_price","estimated_owners","id","name"
"1418","2933620","1744902091","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1419","1144200","1744902092","9900","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1420","1449850","1744902093","37098","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1421","281990","1744902093","15502","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1422","2379780","1744902094","18746","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1423","39210","1744902095","17561","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1424","306130","1744902096","14348","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1425","270880","1744902097","7325","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1426","1091500","1744902097","30474","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1427","730","1744905750","1258711","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1428","570","1744905750","551284","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1429","440","1744905751","42259","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1430","578080","1744905751","443221","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1431","1172470","1744905752","131532","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1432","2767030","1744905753","133244","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1433","3240220","1744905753","55234","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1434","250900","1744905754","24338","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1435","3164500","1744905755","153729","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1436","1174180","1744905756","49406","true","75","5999","1499","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1437","2495100","1744905757","1479","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1438","1245620","1744905758","41454","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1439","1151340","1744905758","9409","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1440","2933620","1744905759","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1441","1144200","1744905759","9233","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1442","1449850","1744905760","29591","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1443","281990","1744905761","14371","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1444","2379780","1744905762","18887","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1445","39210","1744905762","18833","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1446","306130","1744905763","15188","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1447","270880","1744905764","7968","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1448","1091500","1744905765","27382","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1449","730","1744909476","1175902","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1450","570","1744909476","539300","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1451","440","1744909477","45156","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1452","578080","1744909478","324614","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1453","1172470","1744909478","115378","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1454","2767030","1744909479","140524","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1455","3240220","1744909480","46528","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1456","250900","1744909481","22658","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1457","3164500","1744909481","166649","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1458","1174180","1744909482","45294","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1459","2495100","1744909483","1572","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1460","1245620","1744909484","37885","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1461","1151340","1744909485","10972","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1462","2933620","1744909485","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1463","1144200","1744909486","9191","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1464","1449850","1744909487","23079","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1465","281990","1744909488","13447","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1466","2379780","1744909489","18865","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1467","39210","1744909490","20018","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1468","306130","1744909491","16141","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1469","270880","1744909492","8375","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1470","1091500","1744909492","25573","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1471","730","1744912950","1169953","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1472","570","1744912951","520988","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1473","440","1744912952","48711","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1474","578080","1744912953","263781","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1475","1172470","1744912954","108136","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1476","2767030","1744912955","149645","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1477","3240220","1744912956","42231","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1478","250900","1744912956","22260","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1479","3164500","1744912957","182747","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1480","1174180","1744912958","43832","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1481","2495100","1744912959","1590","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1482","1245620","1744912959","36591","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1483","1151340","1744912960","10514","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1484","2933620","1744912961","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1485","1144200","1744912962","9397","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1486","1449850","1744912963","19693","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1487","281990","1744912964","13359","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1488","2379780","1744912965","19366","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1489","39210","1744912966","21706","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1490","306130","1744912967","17254","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1491","270880","1744912968","8874","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1492","1091500","1744912969","24838","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1493","730","1744916515","1181840","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1494","570","1744916516","504880","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1495","440","1744916517","47483","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1496","578080","1744916518","229032","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1497","1172470","1744916519","103817","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1498","2767030","1744916519","158816","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1499","3240220","1744916520","39760","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1500","250900","1744916521","22455","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1501","3164500","1744916522","200308","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1502","1174180","1744916522","42873","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1503","2495100","1744916523","1631","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1504","1245620","1744916524","37022","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1505","1151340","1744916525","10381","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1506","2933620","1744916526","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1507","1144200","1744916527","10323","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1508","1449850","1744916527","18953","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1509","281990","1744916528","13484","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1510","2379780","1744916529","19784","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1511","39210","1744916530","23055","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1512","306130","1744916530","17907","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1513","270880","1744916531","9131","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1514","1091500","1744916532","25018","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1515","730","1744920317","1135771","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1516","570","1744920318","472299","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1517","440","1744920318","46120","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1518","578080","1744920319","198886","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1519","1172470","1744920320","100416","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1520","2767030","1744920320","167261","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1521","3240220","1744920321","37004","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1522","250900","1744920322","21950","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1523","3164500","1744920323","213791","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1524","1174180","1744920324","41424","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1525","2495100","1744920325","1631","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1526","1245620","1744920327","37160","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1527","1151340","1744920327","10288","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1528","2933620","1744920328","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1529","1144200","1744920329","10575","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1530","1449850","1744920329","17015","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1531","281990","1744920330","13660","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1532","2379780","1744920331","20050","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1533","39210","1744920331","23511","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1534","306130","1744920332","17354","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1535","270880","1744920333","9115","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1536","1091500","1744920333","25025","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1537","730","1744923810","1029647","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1538","570","1744923810","418022","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1539","440","1744923811","47165","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1540","578080","1744923811","162285","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1541","1172470","1744923812","89829","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1542","2767030","1744923812","173240","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1543","3240220","1744923813","34055","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1544","250900","1744923813","20788","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1545","3164500","1744923814","215874","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1546","1174180","1744923815","38311","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1547","2495100","1744923816","1632","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1548","1245620","1744923816","35970","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1549","1151340","1744923817","9831","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1550","2933620","1744923818","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1551","1144200","1744923818","10164","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1552","1449850","1744923818","15888","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1553","281990","1744923819","13039","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1554","2379780","1744923820","20193","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1555","39210","1744923820","23012","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1556","306130","1744923821","16154","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1557","270880","1744923821","9032","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1558","1091500","1744923822","23649","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1559","730","1744927315","895548","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1560","570","1744927315","358320","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1561","440","1744927316","42911","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1562","578080","1744927317","126305","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1563","1172470","1744927318","87701","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1564","2767030","1744927319","175748","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1565","3240220","1744927319","31178","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1566","250900","1744927320","19017","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1567","3164500","1744927320","209843","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1568","1174180","1744927321","34603","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1569","2495100","1744927322","1548","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1570","1245620","1744927322","33549","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1571","1151340","1744927323","9283","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1572","2933620","1744927323","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1573","1144200","1744927324","9246","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1574","1449850","1744927324","15025","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1575","281990","1744927325","11942","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1576","2379780","1744927326","19509","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1577","39210","1744927326","22411","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1578","306130","1744927326","14737","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1579","270880","1744927327","8944","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1580","1091500","1744927327","21961","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1581","730","1744931068","784432","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1582","570","1744931068","314597","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1583","440","1744931069","42150","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1584","578080","1744931070","96687","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1585","1172470","1744931070","85852","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1586","2767030","1744931071","179065","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1587","3240220","1744931072","28926","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1588","250900","1744931072","17464","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1589","3164500","1744931073","201130","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1590","1174180","1744931074","31845","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1591","2495100","1744931075","1640","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1592","1245620","1744931076","30826","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1593","1151340","1744931077","8901","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1594","2933620","1744931077","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1595","1144200","1744931078","8225","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1596","1449850","1744931079","14862","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1597","281990","1744931080","11232","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1598","2379780","1744931081","18911","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1599","39210","1744931082","22789","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1600","306130","1744931082","13717","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1601","270880","1744931083","9220","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1602","1091500","1744931084","20413","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1603","730","1744934492","697423","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1604","570","1744934493","284773","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1605","440","1744934493","44363","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1606","578080","1744934494","83450","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1607","1172470","1744934495","83827","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1608","2767030","1744934496","187931","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1609","3240220","1744934497","28425","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1610","250900","1744934497","16430","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1611","3164500","1744934498","196140","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1612","1174180","1744934498","30888","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1613","2495100","1744934499","1703","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1614","1245620","1744934500","29679","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1615","1151340","1744934500","8753","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1616","2933620","1744934501","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1617","1144200","1744934502","7967","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1618","1449850","1744934502","15211","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1619","281990","1744934503","10734","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1620","2379780","1744934504","18772","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1621","39210","1744934505","23911","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1622","306130","1744934506","13368","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1623","270880","1744934507","9693","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1624","1091500","1744934508","19772","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1625","730","1744938084","656877","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1626","570","1744938085","274096","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1627","440","1744938085","44646","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1628","578080","1744938086","94654","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1629","1172470","1744938087","84959","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1630","2767030","1744938087","205144","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1631","3240220","1744938088","29610","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1632","250900","1744938089","16159","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1633","3164500","1744938089","197127","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1634","1174180","1744938090","31560","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1635","2495100","1744938090","1682","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1636","1245620","1744938091","29879","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1637","1151340","1744938092","8875","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1638","2933620","1744938093","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1639","1144200","1744938094","8295","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1640","1449850","1744938095","17205","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1641","281990","1744938095","10738","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1642","2379780","1744938096","18933","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1643","39210","1744938097","25177","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1644","306130","1744938098","13301","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1645","270880","1744938099","10241","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1646","1091500","1744938099","20202","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1647","730","1744941623","660442","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1648","570","1744941623","282429","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1649","440","1744941624","44595","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1650","578080","1744941625","121343","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1651","1172470","1744941626","88154","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1652","2767030","1744941626","220924","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1653","3240220","1744941627","32141","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1654","250900","1744941628","16452","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1655","3164500","1744941628","199128","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1656","1174180","1744941629","33001","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1657","2495100","1744941629","1700","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1658","1245620","1744941631","30894","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1659","1151340","1744941631","8509","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1660","2933620","1744941633","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1661","1144200","1744941633","8806","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1662","1449850","1744941634","19411","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1663","281990","1744941635","10949","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1664","2379780","1744941636","19460","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
"1665","39210","1744941636","25300","false","0","1999","1999","2,000,000 .. 5,000,000","39210","FINAL FANTASY XIV Online"
"1666","306130","1744941637","13162","true","75","1999","499","5,000,000 .. 10,000,000","306130","The Elder Scrolls Online"
"1667","270880","1744941637","10483","false","0","1999","1999","2,000,000 .. 5,000,000","270880","American Truck Simulator"
"1668","1091500","1744941638","20815","false","0","5999","5999","20,000,000 .. 50,000,000","1091500","Cyberpunk 2077"
"1669","730","1744945372","706776","false","0","","","100,000,000 .. 200,000,000","730","Counter-Strike 2"
"1670","570","1744945373","296146","false","0","","","200,000,000 .. 500,000,000","570","Dota 2"
"1671","440","1744945373","44694","false","0","","","20,000,000 .. 50,000,000","440","Team Fortress 2"
"1672","578080","1744945374","166650","false","0","","","50,000,000 .. 100,000,000","578080","PUBG"
"1673","1172470","1744945374","90784","false","0","","","50,000,000 .. 100,000,000","1172470","Apex Legends"
"1674","2767030","1744945375","229155","false","0","","","0 .. 20,000","2767030","Marvel Rivals"
"1675","3240220","1744945375","35327","false","0","2999","2999","0 .. 20,000","3240220","Grand Theft Auto V"
"1676","250900","1744945376","16741","false","0","1499","1499","10,000,000 .. 20,000,000","250900","Binding of Isaac: Rebirth"
"1677","3164500","1744945376","191161","false","0","1999","1999","0 .. 20,000","3164500","Schedule I"
"1678","1174180","1744945377","33858","false","0","5999","5999","10,000,000 .. 20,000,000","1174180","Red Dead Redemption 2"
"1679","2495100","1744945378","1576","true","20","3999","3199","0 .. 20,000","2495100","Hello Kitty Island Adventure"
"1680","1245620","1744945379","31608","false","0","5999","5999","20,000,000 .. 50,000,000","1245620","Elden Ring"
"1681","1151340","1744945379","7996","false","0","3999","3999","5,000,000 .. 10,000,000","1151340","Fallout 76"
"1682","2933620","1744945380","0","false","0","6999","6999","0 .. 20,000","2933620","Call of Duty: Black Ops 6"
"1683","1144200","1744945380","8853","true","50","4999","2499","2,000,000 .. 5,000,000","1144200","Ready or Not"
"1684","1449850","1744945381","21350","false","0","","","0 .. 20,000","1449850","Yu-Gi-Oh! Master Duel"
"1685","281990","1744945381","11275","false","0","3999","3999","2,000,000 .. 5,000,000","281990","Stellaris"
"1686","2379780","1744945382","19266","false","0","1499","1499","2,000,000 .. 5,000,000","2379780","Balatro"
